1,217,2,Apr 5,BOS,@,SEA,"L,3-9",5-GF(8),,99,4.0,3,1,1,2,4,1,0,2.25,17,74,42,11,7,6,5,2,1,0,,0,0,0,0,0,15,0,0,0,1,0,1,.07,0.003,.07,0.00%,1.25, 5b --- 0 out d6, 8b end d 6
2,218,4,Apr 7,BOS,@,ANA,"L,3-7",7-GF(8),,1,2.0,1,1,1,0,0,1,0,3.00,7,24,18,3,0,4,3,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.12,-0.019,.12,-0.01%,0.22, 7b --- 0 out d3, 8b end d 4
3,219,9,Apr 13,BOS,,MIN,"W,4-3",8-8,W(1-0),5,1.0,0,0,0,1,2,0,0,2.57,4,18,11,2,3,0,1,0,1,0,,0,0,1,0,0,3,0,0,0,0,0,0,2.21,0.120,2.24,0.07%,0.62, 8t --- 0 out tie, 8t 3 out tie
4,220,11,Apr 15,BOS,,OAK,"W,14-2",9-GF,,1,1.0,1,0,0,0,1,0,0,2.25,4,13,11,3,0,2,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.00,0.000,.00,0.00%,0.62, 9t --- 0 out a12, 9t end a12
5,221,12,Apr 16,BOS,,OAK,"W,5-4",7-8,,0,1.2,2,0,0,1,1,0,0,1.86,8,35,23,3,2,2,4,2,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.61,0.073,1.71,0.05%,0.82, 7t --- 0 out d2, 8t --3 2 out tie
6,222,13,Apr 17,BOS,,OAK,"L,0-1",8-GF,,0,1.1,2,0,0,1,0,0,0,1.64,6,18,10,2,2,2,3,1,0,0,,1,0,0,0,0,5,1,0,1,0,0,0,1.11,0.083,1.19,0.05%,0.89, 8t 1-- 2 out d1, 9t end d 1
7,223,16,Apr 24,BOS,@,TEX,"L,4-5",5-6,L(1-1),6,2.0,2,2,2,2,3,0,0,2.77,9,46,25,6,7,0,4,2,1,0,,0,0,0,1,0,7,0,0,0,0,0,0,1.11,-0.140,1.23,-0.09%,-0.79, 5b --- 0 out tie, 6b 3 out d2
8,224,19,Apr 28,BOS,@,CLE,"L,3-4",6-GF(8),,3,2.1,0,0,0,1,2,0,0,2.35,8,38,22,8,1,2,3,0,2,0,,2,0,1,0,0,7,0,0,0,0,0,0,.92,0.138,1.11,0.10%,1.70, 6b 12- 2 out d1, 8b end d 1
9,225,22,May 1,BOS,,DET,"W,10-6",8-GF,,2,2.0,3,2,1,1,2,0,0,2.60,10,31,23,9,5,4,3,1,1,0,,0,0,0,0,0,8,0,0,0,0,1,1,.38,0.013,.43,0.01%,-0.77, 8t --- 0 out a6, 9t end a 4
10,226,23,May 2,BOS,,DET,"L,6-7",7-GF(12),L(1-2),0,5.1,4,1,1,1,3,1,0,2.38,21,68,46,12,5,7,10,3,3,0,,2,0,0,0,0,20,1,0,0,0,0,0,2.08,0.430,2.47,0.31%,2.65, 7t 1-3 2 out tie,12t end d 1
11,227,28,May 8,BOS,,CHW,"W,3-2",7-8,H(1),5,1.2,2,0,0,1,1,0,0,2.22,8,31,19,5,2,2,4,1,1,0,,0,0,0,0,0,7,1,0,0,0,0,0,1.76,0.175,2.20,0.13%,0.96, 7t --- 0 out a1, 8t 1-- 2 out a1
12,228,30,May 10,BOS,,CHW,"W,5-3",6-6,,1,0.2,4,3,3,0,0,1,0,3.24,6,15,10,1,0,4,2,1,0,0,,0,0,1,0,0,6,0,0,0,0,0,0,.83,-0.143,1.06,-0.11%,-2.66, 6t --- 0 out a5, 6t 1-- 2 out a2
