Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
48,264,153,Sep 21(2),BOS,,CLE,"L,5-8",GS-6,L(6-10),3,5.2,8,6,5,1,3,0,0,5.46,26,93,65,15,14,8,14,7,0,0,33,,,0,0,0,25,1,0,0,1,0,1,1.19,-0.168,.88,-0.08%,-1.68, 1t start tie, 6t -2- 2 out d4
49,265,157,Sep 26,BOS,@,CHW,"W,4-3",6-7,H(3),4,2.0,1,1,1,0,2,1,1,5.45,8,28,18,6,2,3,2,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.96,0.071,.00,0.00%,0.22, 6b --- 0 out a3, 7b 3 out a3
50,266,159,Sep 28,BOS,@,CHW,"W,7-6",1-3,,1,3.0,3,2,2,2,4,0,0,5.46,14,51,33,8,11,2,5,2,0,1,,3,1,0,0,0,11,1,1,0,0,1,0,1.47,0.030,.00,0.00%,0.68, 1b 123 0 out a2, 3b 3 out d1
51,267,162,Oct 1,BOS,@,TBD,"L,2-3",7-7,BS(1),2,1.0,0,1,1,2,1,0,0,5.48,5,20,11,4,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,2.49,-0.112,.00,0.00%,-0.41, 7b --- 0 out a1, 7b 3 out tie
1,268,4,Apr 6,BOS,,TBD,"W,11-4",5-7,W(1-0),99,3.0,3,1,1,1,5,0,0,3.00,13,53,36,14,8,2,5,3,1,0,,0,0,1,0,0,12,1,0,0,0,0,0,.39,0.054,.40,0.03%,0.66, 5t --- 0 out a5, 7t 3 out a4
2,269,7,Apr 10,BOS,,BAL,"W,10-1",7-GF,S(1),3,3.0,2,0,0,0,2,0,1,1.50,11,43,28,9,3,3,5,2,2,0,,0,0,0,0,0,10,1,0,0,1,0,0,.01,0.003,.02,0.00%,1.66, 7t --- 0 out a9, 9t end a 9
3,270,13,Apr 16,BOS,,NYY,"W,4-1",8-8,H(1),5,1.0,1,0,0,0,0,0,0,1.29,4,8,7,2,1,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.46,0.081,1.90,0.06%,0.55, 8t --- 0 out a2, 8t 3 out a2
4,271,17,Apr 20,BOS,@,NYY,"L,1-6",3-6,,3,4.0,5,1,1,0,2,0,0,1.64,17,59,40,12,6,5,10,4,4,0,,0,0,1,0,0,17,1,0,0,0,0,0,.16,0.007,.23,0.01%,1.22, 3b --- 0 out d5, 6b 3 out d6
5,272,20,Apr 24,BOS,,MIN,"W,9-4",6-GF,S(2),3,4.0,2,1,1,0,5,1,0,1.80,14,51,35,13,10,4,5,0,2,0,,0,0,1,0,0,14,0,0,0,0,0,0,.69,0.103,.88,0.08%,1.22, 6t --- 0 out a3, 9t end a 5
6,273,24,Apr 28,BOS,,KCR,"L,2-8",6-9,,3,3.1,8,3,3,0,1,1,0,2.95,17,57,41,10,8,9,7,5,0,0,,1,1,0,0,0,16,1,0,0,1,1,0,.34,-0.048,.44,-0.04%,-1.88, 6t -2- 0 out d2, 9t -2- 1 out d6
7,274,28,May 3,BOS,@,SEA,"L,3-10",5-7,,4,2.1,2,1,0,2,2,0,0,2.61,12,41,23,7,4,4,4,3,0,0,,2,0,1,0,0,10,1,0,1,0,0,0,.48,-0.022,.60,-0.02%,0.54, 5b 1-3 2 out d4, 7b 3 out d3
8,275,30,May 5,BOS,@,OAK,"W,7-1",7-8,,1,2.0,0,0,0,0,4,0,0,2.38,6,27,19,10,6,1,1,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.20,0.031,.25,0.02%,1.07, 7b --- 0 out a5, 8b 3 out a6
9,276,32,May 8,BOS,,SEA,"W,12-4",6-7,,2,2.0,0,0,0,1,1,0,0,2.19,7,24,15,7,1,2,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.15,0.021,.20,0.02%,1.11, 6t --- 0 out a6, 7t 3 out a7
10,277,34,May 10,BOS,,SEA,"L,2-5",8-8,,1,1.0,0,0,0,0,2,0,0,2.10,3,9,7,1,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.23,0.018,.29,0.01%,0.55, 8t --- 0 out d3, 8t 3 out d3
11,278,35,May 11,BOS,,OAK,"L,6-7",3-5,,0,3.0,4,0,0,1,1,0,0,1.88,13,50,35,8,4,5,6,4,0,0,,0,0,0,0,0,12,1,0,0,1,0,0,.54,0.088,.66,0.07%,1.66, 3t --- 0 out d4, 5t 3 out d3
12,279,37,May 13,BOS,,OAK,"W,5-4",5-6,,1,2.0,2,0,0,1,0,0,1,1.76,10,37,25,4,4,3,3,0,1,2,,2,2,0,0,0,7,0,0,0,0,1,0,1.13,-0.043,1.45,-0.03%,0.12, 5t 12- 0 out d1, 6t 3 out d3
13,280,39,May 16,BOS,@,MIN,"L,3-4",GS-6,,2,6.0,3,3,3,3,6,0,0,2.21,23,85,52,18,8,6,8,4,0,0,57,,,0,1,0,20,0,1,0,0,0,0,.92,-0.003,1.27,0.00%,0.32, 1b start a 2, 6b 3 out tie
14,281,44,May 23,BOS,@,NYY,"L,3-7",6-7,,6,2.0,1,2,1,1,2,1,0,2.33,9,35,21,2,4,3,3,0,0,0,,0,0,0,0,0,7,0,0,0,0,1,1,.43,-0.070,.68,-0.07%,-0.89, 6b --- 0 out d2, 7b 3 out d4
15,282,48,May 27,BOS,,TOR,"W,4-2",GS-7,W(2-0),3,7.0,5,2,2,1,7,1,1,2.36,26,100,62,12,16,7,10,2,1,0,65,,,1,1,0,24,0,0,0,1,0,0,.97,0.237,1.48,0.22%,1.88, 1t start tie, 7t 3 out a2
16,283,53,Jun 2,BOS,@,TOR,"W,2-1",GS-7,,5,6.2,5,1,1,3,8,0,1,2.24,26,103,63,24,13,6,8,6,1,0,65,,,1,2,0,22,2,0,0,0,0,0,1.33,0.210,2.10,0.20%,2.45, 1b start tie, 7b 12- 2 out tie
17,284,56,Jun 5,BOS,,DET,"W,4-3",18-GF(18),W(3-0),2,1.0,0,0,0,1,1,0,0,2.19,4,16,10,5,0,2,0,0,0,0,,0,0,1,0,1,3,0,0,1,0,0,1,3.55,0.148,4.83,0.12%,0.55,18t --- 0 out tie,18t end tie
18,285,58,Jun 7,BOS,,DET,"W,8-1",GS-6,W(4-0),1,6.0,4,1,1,3,4,0,1,2.12,24,84,48,13,8,10,6,3,1,0,61,,,0,1,0,20,0,0,0,0,0,0,.83,0.136,1.12,0.11%,2.32, 1t start tie, 6t 3 out a5
19,286,63,Jun 13,BOS,,FLA,"L,2-4",GS-6,L(4-1),5,6.0,9,3,3,3,6,0,1,2.34,29,99,61,14,9,6,13,7,1,0,45,,,0,1,0,24,3,0,0,1,1,0,1.36,-0.083,1.76,-0.06%,0.32, 1t start tie, 6t 3 out d1
20,287,68,Jun 19,BOS,@,TBD,"W,5-4",GS-9,W(5-1),5,8.1,1,3,0,4,8,0,0,2.08,31,113,77,31,15,7,12,2,3,0,79,,,0,0,0,27,0,0,0,0,0,1,.78,0.423,1.03,0.34%,2.84, 1b start tie, 9b 12- 1 out a4
21,288,73,Jun 24,BOS,,TOR,"L,2-5",GS-8,L(5-2),4,7.1,3,3,3,2,7,0,0,2.22,27,103,68,21,15,10,8,3,2,0,65,,,2,0,0,25,1,0,0,0,0,0,1.31,0.092,1.92,0.08%,1.71, 1t start tie, 8t -2- 1 out tie
22,289,78,Jun 29,BOS,@,TOR,"L,4-8",GS-6,,4,6.0,8,4,3,3,8,1,1,2.38,30,118,70,20,16,10,8,5,0,0,47,,,4,0,0,25,1,1,1,0,0,0,.80,-0.178,1.25,-0.17%,-0.64, 1b start tie, 6b 3 out d2
23,290,83,Jul 4,BOS,@,CLE,"W,13-4",GS-6,W(6-2),4,6.0,6,4,4,3,4,0,0,2.61,27,99,67,22,10,9,11,4,0,0,45,,,0,0,0,22,0,0,0,0,2,0,.80,0.048,1.44,0.05%,-0.71, 1b start a 3, 6b 3 out a4
24,291,86,Jul 7,BOS,,ATL,"W,3-1",7-8,H(2),2,1.1,3,0,0,0,0,0,0,2.58,6,18,13,4,0,5,1,1,0,0,,1,0,0,0,0,6,0,0,0,1,0,0,1.44,0.060,2.05,0.05%,0.54, 7t 1-- 0 out a2, 8t 12- 1 out a2
25,292,88,Jul 12,BOS,@,NYM,"L,2-4",GS-7,L(6-3),4,6.0,5,3,3,6,6,1,1,2.69,30,120,66,22,11,7,10,1,2,0,50,,,2,0,0,23,1,0,1,0,0,0,.90,-0.070,1.35,-0.06%,-0.85, 1b start tie, 7b 123 0 out d1
26,293,93,Jul 17,BOS,@,MON,"L,7-11",GS-5,L(6-4),4,5.0,7,6,5,5,3,1,0,2.99,26,95,54,21,6,8,10,5,2,0,29,,,3,0,0,20,3,0,0,0,0,0,.63,-0.304,.91,-0.26%,-3.34, 1b start tie, 5b 3 out d5
27,294,98,Jul 22,BOS,@,CHW,"L,8-13",GS-4,L(6-5),4,3.0,5,6,5,5,1,1,1,3.32,20,84,45,17,6,5,8,2,2,0,23,,,3,0,0,14,1,0,1,0,0,0,.94,-0.395,1.48,-0.38%,-5.31, 1b start tie, 4b 12- 0 out d2
28,295,103,Jul 28,BOS,,CHW,"L,1-3",GS-7,L(6-6),5,6.1,6,3,3,5,5,0,1,3.38,30,112,66,22,13,5,14,6,2,0,49,,,2,0,0,24,2,1,0,1,0,0,1.48,0.002,2.54,0.00%,0.89, 1t start tie, 7t --3 1 out d1
29,296,109,Aug 4(2),BOS,,TEX,"W,6-2",GS-7,W(7-6),6,7.0,4,2,2,4,6,0,2,3.33,30,102,59,20,11,7,11,3,3,0,63,,,4,0,0,23,2,0,0,1,1,0,1.19,0.199,2.24,0.23%,1.88, 1t start tie, 7t 3 out tie
