Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
Jun,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
13,180,52,Jun 2,BOS,,DET,"L,2-4",GS-9,L(3-5),4,8.0,7,4,3,2,4,0,0,5.86,34,125,91,20,12,14,13,2,3,0,56,,,4,0,0,30,2,0,1,1,1,1,.69,-0.019,.86,-0.01%,0.27, 1t start tie, 9t -2- 0 out d4
14,181,57,Jun 8,BOS,@,MON,"L,1-5",GS-7,L(3-6),5,7.0,5,2,2,3,9,1,0,5.49,29,109,69,18,17,4,13,3,6,0,65,,,1,0,0,26,0,0,0,0,0,0,1.15,0.076,1.51,0.06%,1.77, 1b start a 1, 7b 3 out d1
15,182,61,Jun 13,BOS,@,NYM,"L,4-5",8-GF(8),,4,1.0,0,0,0,1,1,0,0,5.40,4,16,9,3,2,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.46,0.034,.64,0.03%,0.54, 8b --- 0 out d1, 8b end d 1
16,183,63,Jun 15,BOS,,MIN,"W,4-2",9-GF,S(3),1,1.0,1,0,0,0,0,0,0,5.32,3,11,10,2,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,2.30,0.090,3.32,0.08%,0.61, 9t --- 0 out a2, 9t end a 2
17,184,67,Jun 19,BOS,,TEX,"W,7-4",8-GF,S(4),3,2.0,1,0,0,1,2,0,0,5.16,8,33,21,5,3,3,2,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.98,0.097,1.51,0.09%,1.23, 8t --- 0 out a3, 9t end a 3
18,185,68,Jun 20,BOS,,TEX,"W,5-2",9-GF,S(5),0,0.2,0,0,0,0,1,0,0,5.10,2,10,8,1,3,1,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,.79,0.048,1.26,0.05%,0.77, 9t -2- 1 out a3, 9t end a 3
19,186,69,Jun 21,BOS,,TEX,"W,5-4",9-GF,S(6),0,1.0,0,0,0,0,0,0,0,5.03,3,13,10,2,2,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.30,0.187,3.49,0.17%,0.61, 9t --- 0 out a1, 9t end a 1
20,187,71,Jun 23,BOS,@,BAL,"W,5-0",9-GF,,1,1.0,0,0,0,0,1,0,0,4.96,3,14,10,3,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.32,0.009,.51,0.01%,0.56, 9b --- 0 out a5, 9b end a 5
21,188,72,Jun 24,BOS,@,BAL,"W,2-1",8-GF,S(7),0,1.1,0,0,0,0,0,0,0,4.86,4,14,11,3,0,3,1,1,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,2.71,0.293,4.24,0.27%,0.81, 8b 1-- 2 out a1, 9b end a 1
22,189,75,Jun 27,BOS,,CHW,"L,6-7",9-9,BL(3-7),2,0.2,3,3,2,1,0,1,0,5.07,7,31,17,2,1,2,4,2,0,0,,0,0,0,0,0,5,1,0,0,0,1,1,2.18,-0.712,3.16,-0.62%,-2.88, 9t --- 0 out a2, 9t 12- 2 out d1
Jul,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
23,190,78,Jul 1,BOS,,TBD,"L,3-12",9-GF,,3,1.0,2,2,1,0,1,0,0,5.13,5,24,16,3,2,1,3,1,1,0,,0,0,0,0,0,4,1,0,0,0,1,0,.01,-0.001,.01,0.00%,-1.39, 9t --- 0 out d7, 9t end d 9
24,191,81,Jul 4,BOS,@,CHW,"W,5-2",9-GF,S(8),2,1.0,1,0,0,0,2,0,0,5.05,4,14,10,3,3,0,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.63,0.053,1.10,0.06%,0.60, 9b --- 0 out a3, 9b end a 3
25,192,82,Jul 5,BOS,@,TBD,"W,4-2",9-GF,S(9),0,1.0,0,0,0,0,1,0,0,4.99,3,8,6,2,2,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.38,0.111,2.03,0.10%,0.59, 9b --- 0 out a2, 9b end a 2
26,193,86,Jul 9,BOS,@,ATL,"W,5-4",8-GF,S(10),3,2.0,0,0,0,2,2,0,0,4.86,8,37,19,9,3,1,3,0,2,0,,0,0,3,1,0,6,0,0,0,0,0,1,4.62,0.366,7.05,0.34%,1.10, 8b --- 0 out a1, 9b end a 1
27,194,88,Jul 11,BOS,@,ATL,"L,1-8",8-GF(8),,1,1.0,2,3,3,1,1,1,0,5.14,6,25,13,3,1,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.03,-0.012,.05,-0.01%,-2.45, 8b --- 0 out d4, 8b end d 7
28,195,89,Jul 15,BOS,,PHI,"W,6-4",8-GF,S(11),3,1.2,1,0,0,2,0,0,0,5.03,7,30,14,6,0,5,0,0,0,0,,2,0,1,0,0,5,0,0,0,1,0,0,2.78,0.322,4.46,0.31%,2.14, 8t -23 1 out a2, 9t end a 2
29,196,92,Jul 18,BOS,,FLA,"W,11-9",9-GF,S(12),2,1.0,0,0,0,0,1,0,0,4.97,3,12,9,4,2,0,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.10,0.090,1.81,0.09%,0.61, 9t --- 0 out a2, 9t end a 2
30,197,93,Jul 19,BOS,,FLA,"L,7-10",9-GF,,0,1.0,1,1,1,0,2,1,0,5.02,4,10,9,3,3,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.22,-0.035,.36,-0.04%,-0.39, 9t --- 0 out d2, 9t end d 3
31,198,97,Jul 23,BOS,@,DET,"L,5-14",8-GF(8),,3,1.0,0,0,0,0,2,0,0,4.96,3,9,8,1,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.59, 8b --- 0 out d9, 8b end d 9
32,199,100,Jul 27,BOS,@,TOR,"W,11-9",8-GF,S(13),3,1.1,2,0,0,1,0,0,0,4.88,6,21,11,5,1,2,3,2,1,0,,0,0,0,0,0,5,0,0,0,1,0,0,1.77,0.131,4.03,0.18%,0.72, 8b --- 2 out a2, 9b end a 2
33,200,101,Jul 28,BOS,@,TOR,"W,8-0",9-GF,,0,1.0,0,0,0,2,1,0,0,4.82,5,25,12,6,2,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.02,0.00%,0.59, 9b --- 0 out a8, 9b end a 8
Aug,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
34,201,104,Aug 1,BOS,,NYY,"W,5-4",8-GF,S(14),3,2.0,4,2,2,2,2,0,0,4.92,12,54,34,6,6,4,4,2,0,0,,0,0,2,0,0,10,1,1,0,0,0,0,2.99,0.128,5.69,0.15%,-0.77, 8t --- 0 out a3, 9t end a 1
35,202,106,Aug 3,BOS,,CLE,"L,4-5",8-GF,BL(3-8),1,2.0,2,3,3,3,1,1,0,5.11,10,42,23,8,2,2,4,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,2.08,-0.483,3.59,-0.50%,-1.77, 8t --- 0 out a2, 9t end d 1
36,203,109,Aug 6,BOS,@,ANA,"W,5-1",9-GF,,2,1.0,0,0,0,0,0,0,0,5.06,3,13,9,4,0,0,3,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.29,0.023,.48,0.02%,0.59, 9b --- 0 out a4, 9b end a 4
37,204,113,Aug 10,BOS,@,KCR,"W,9-6",9-10,BW(4-8),3,1.2,3,3,1,0,6,1,0,5.06,10,41,31,15,4,0,4,3,0,0,,0,0,0,0,0,10,2,0,0,0,0,0,1.06,-0.417,1.77,-0.42%,-2.37, 9b --- 0 out a2,10b 1-3 2 out a3
38,205,115,Aug 13,BOS,,SEA,"W,11-6",9-GF,,2,1.0,1,0,0,2,1,0,0,5.01,6,31,18,4,4,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.29,0.009,.53,0.01%,0.61, 9t --- 0 out a5, 9t end a 5
39,206,119,Aug 17,BOS,,OAK,"L,1-12",3-7,,3,4.1,5,4,4,2,4,1,0,5.16,19,85,50,15,9,2,11,5,2,0,,0,0,1,1,0,17,1,0,0,0,0,0,.41,0.015,1.12,0.02%,-0.46, 3t --- 0 out d4, 7t -23 1 out d5
40,207,124,Aug 22,BOS,@,TEX,"L,0-6",GS-7,L(4-9),4,7.0,8,6,6,2,4,1,0,5.33,31,107,78,16,11,5,20,5,5,0,39,,,2,0,0,27,1,1,0,0,2,0,.51,-0.113,1.08,-0.14%,-1.71, 1b start tie, 7b 3 out d6
41,208,129,Aug 28,BOS,,ANA,"W,7-6",GS-7,,5,6.1,9,4,3,1,1,0,0,5.27,28,89,61,12,11,12,14,4,5,0,41,,,1,0,0,27,1,0,0,1,0,0,1.34,-0.017,2.85,-0.02%,-0.48, 1t start tie, 7t -2- 1 out a2
Sep/Oct,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
42,209,134,Sep 2,BOS,,KCR,"L,2-4",4-GF,,4,6.0,4,0,0,5,5,0,0,4.99,27,98,60,18,9,3,14,3,6,0,,1,0,3,0,0,22,0,0,0,0,0,0,.50,0.154,1.07,0.20%,4.09, 4t 1-- 0 out d4, 9t end d 3
43,210,139,Sep 7,BOS,@,OAK,"W,5-3",GS-7,W(5-9),4,6.1,5,3,3,3,7,0,1,4.96,28,115,73,22,17,11,6,2,3,0,55,,,2,0,0,23,0,0,0,0,1,0,1.09,0.146,3.58,0.29%,1.31, 1b start a 5, 7b 1-- 1 out a3
44,211,144,Sep 13,BOS,@,CLE,"L,7-11",GS-4,L(5-10),5,4.0,9,8,8,4,3,2,0,5.37,24,87,55,21,6,7,10,3,1,0,11,,,2,0,0,20,1,0,0,1,0,0,.85,-0.325,1.47,-0.34%,-5.57, 1b start tie, 4b 3 out d7
45,212,149,Sep 19,BOS,,DET,"W,7-3",GS-6,W(6-10),5,5.2,4,3,3,1,3,3,1,5.35,23,78,50,9,8,4,14,0,5,0,51,,,1,0,0,21,0,0,0,0,0,0,.81,0.032,.61,0.01%,0.41, 1t start tie, 6t 1-- 2 out a3
46,213,155,Sep 26,BOS,,BAL,"L,5-8",GS-5,L(6-11),6,4.2,4,7,0,1,3,1,1,5.16,23,83,57,13,8,11,7,4,1,0,44,,,0,0,0,20,1,0,1,0,0,3,1.04,-0.319,.09,-0.02%,-4.50, 1t start tie, 5t 1-3 2 out d6
47,214,159,Sep 30,BOS,@,CHW,"L,2-5",4-5,,3,2.0,2,1,1,0,2,0,0,5.15,8,25,18,6,2,3,3,1,0,0,,0,0,0,0,0,8,1,0,0,0,0,0,.74,-0.015,.00,0.00%,0.19, 4b --- 0 out d1, 5b 3 out d2
48,215,161,Oct 2,BOS,@,BAL,"W,8-0",9-GF,,1,1.0,1,0,0,0,1,0,0,5.12,4,11,9,2,2,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.02,0.001,.00,0.00%,0.56, 9b --- 0 out a8, 9b end a 8
49,216,162,Oct 3,BOS,@,BAL,"W,1-0",10-GF(10),S(15),0,1.0,1,0,0,0,2,0,0,5.08,4,16,11,5,2,1,1,1,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,4.11,0.220,.00,0.00%,0.56,10b --- 0 out a1,10b end a 1
,,,,,,,29-20,,"W-L:6-11,Sv:15,BSv:3",2.7,140.0,146,93,79,72,104,19,5,5.08,635,2347,64%,18%,10%,0.64,,20%,16%,0,42,6,0%,35,6,0,548,30,2,2,9,8,9,1.09,-0.255,1.61,0.11%,-8.79,,
